Año,Cód. Institución,Nombre Institución,Tipo Institución,Clasificación1,Clasificación2,Clasificación3,Clasificación4,Clasificación5,Clasificación6,Comuna donde se imparte la carrera o programa,Nombre Region,Cód. Carrera,Carrera Genérica,Nombre Programa,Horario,Tipo Programa,Area Conocimiento,Tipo Carrera,IngresoDirecto,Año Inicio Actividades,Nombre del Campus,Duración (en semestres),Título,Grado Académico,Promedio Puntaje (promedio matemáticas y lenguaje),Puntaje de corte (primer seleccionado),Puntaje de corte (promedio de la carrera),Puntaje de corte (último seleccionado),Promedio Puntaje NEM,Promedio Puntaje Ranking,Nº Alumnos Ingreso Via PSU o PDT,Nº Alumnos Ingreso Otra Via,Valor de matrícula,Valor de arancel,Valor del Título,Tipo Moneda,Vacantes,Matrícula primer año hombres,Matrícula primer año mujeres,Matrícula primer año extranjeros,Matrícula Primer Año,Matrícula total hombres,Matrícula total mujeres,Matrícula total extranjeros,Matrícula Total
2020,1005,U. TÉCNICA FEDERICO SANTA MARÍA,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,San Joaquín,Región Metropolitana,17172,Ingeniería Civil Eléctrica y similares,Ingeniería Civil Eléctrica,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2009,Campus San Joaquín,12.0,Ingeniero Civil Electricista,Licenciado en Ciencias de la Ingeniería,657.0,766.0,685.0,638.0,680.0,718.0,69.0,6.0,179000.0,4575000.0,89000.0,Pesos,65.0,69.0,6.0,1.0,75,298.0,31.0,3.0,329
2020,1005,U. TÉCNICA FEDERICO SANTA MARÍA,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,San Joaquín,Región Metropolitana,40355,Ingeniería Civil en Computación y/o Informática,Ingeniería Civil Informática V1,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2018,Campus San Joaquín,12.0,Ingeniero Civil Informático,Licenciado en Ciencias de la Ingeniería Informática,662.0,773.0,702.0,676.0,711.0,758.0,120.0,22.0,179000.0,4575000.0,89000.0,Pesos,120.0,123.0,19.0,2.0,142,529.0,70.0,21.0,599
2020,1005,U. TÉCNICA FEDERICO SANTA MARÍA,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,San Joaquín,Región Metropolitana,27294,Ingeniería Civil en Minas,Ingeniería Civil de Minas,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2013,Campus San Joaquín,11.0,Ingeniero Civil de Minas,Licenciado en Ciencias de la Ingeniería de Minas,624.0,750.0,655.0,621.0,646.0,680.0,83.0,40.0,179000.0,4575000.0,89000.0,Pesos,120.0,80.0,43.0,4.0,123,359.0,139.0,13.0,498
2020,1005,U. TÉCNICA FEDERICO SANTA MARÍA,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,San Joaquín,Región Metropolitana,17171,Ingeniería Civil en Obras Civiles y similares,Ingeniería Civil,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2009,Campus San Joaquín,12.0,Ingeniero Civil,Licenciado en Ciencias de la Ingeniería,650.0,795.0,686.0,645.0,688.0,725.0,73.0,4.0,179000.0,4575000.0,89000.0,Pesos,70.0,56.0,21.0,4.0,77,318.0,141.0,7.0,459
2020,1005,U. TÉCNICA FEDERICO SANTA MARÍA,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Vitacura,Región Metropolitana,40351,Ingeniería Civil Industrial,Ingeniería Civil Industrial,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2018,Campus Vitacura,12.0,Ingeniero Civil Industrial,Licenciado en Ciencias de la Ingeniería Industrial,654.0,798.0,698.0,633.0,711.0,754.0,138.0,15.0,179000.0,4575000.0,89000.0,Pesos,125.0,88.0,65.0,4.0,153,473.0,286.0,10.0,759
2020,1005,U. TÉCNICA FEDERICO SANTA MARÍA,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,San Joaquín,Región Metropolitana,17170,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2009,Campus San Joaquín,12.0,Ingeniero Civil Mecánico,Licenciado en Ciencias de la Ingeniería,672.0,796.0,695.0,641.0,677.0,716.0,67.0,12.0,179000.0,4575000.0,89000.0,Pesos,65.0,74.0,5.0,7.0,79,394.0,59.0,13.0,453
2020,1005,U. TÉCNICA FEDERICO SANTA MARÍA,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,San Joaquín,Región Metropolitana,1747,Ingeniería Civil Plan Común,Ingeniería Civil Plan Común,Diurno,Programa Regular,Tecnología,Plan Común o Ciclo Básico,Ingreso Directo,1995,Campus San Joaquín,4.0,Ingeniero Civil,Licenciado en Ciencias de la Ingeniería,655.0,762.0,684.0,647.0,679.0,710.0,139.0,38.0,179000.0,4575000.0,89000.0,Pesos,120.0,124.0,53.0,5.0,177,160.0,58.0,4.0,218
2020,1005,U. TÉCNICA FEDERICO SANTA MARÍA,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,San Joaquín,Región Metropolitana,17173,Ingeniería Civil Química,Ingeniería Civil Química,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2009,Campus San Joaquín,12.0,Ingeniero Civil Químico,Licenciado en Ciencias de la Ingeniería,661.0,811.0,689.0,646.0,699.0,730.0,70.0,6.0,179000.0,4575000.0,89000.0,Pesos,70.0,44.0,32.0,3.0,76,215.0,151.0,6.0,366
2020,1005,U. TÉCNICA FEDERICO SANTA MARÍA,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Vitacura,Región Metropolitana,1749,"Ingeniería en Transporte Marítimo, Aéreo y similares",Ingeniería en Aviación Comercial,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2000,Campus Vitacura,10.0,Ingeniero en Aviación Comercial,Licenciado en Ingeniería,610.0,753.0,646.0,600.0,659.0,690.0,49.0,14.0,179000.0,4575000.0,89000.0,Pesos,40.0,39.0,24.0,5.0,63,116.0,49.0,10.0,165
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,40780,Administración pública y similares,Administración Pública,Diurno,Programa Regular,Administración y Comercio,Profesional con Licenciatura,Ingreso Directo,2019,Isla Teja,10.0,Administrador Publico,Licenciado(A) en Administración Publica y Ciencias Políticas,559.0,716.0,603.0,527.0,604.0,632.0,64.0,6.0,170000.0,3260000.0,166000.0,Pesos,45.0,39.0,31.0,4.0,70,73.0,58.0,4.0,131
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,1994,"Contabilidad, Auditoría y similares",Auditoría,Diurno,Programa Regular,Administración y Comercio,Profesional con Licenciatura,Ingreso Directo,1981,Isla Teja,10.0,Contador Auditor,Licenciado en Control de Gestión,550.0,773.0,587.0,499.0,592.0,620.0,51.0,6.0,170000.0,2983000.0,166000.0,Pesos,40.0,25.0,32.0,2.0,57,127.0,134.0,3.0,261
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Puerto Montt,Región de Los Lagos,2018,Ingeniería Comercial,Ingeniería Comercial,Diurno,Programa Regular,Administración y Comercio,Profesional con Licenciatura,Ingreso Directo,2004,Puerto Montt,10.0,Ingeniero Comercial,Licenciado en Ciencias de la Administración,556.0,751.0,594.0,487.0,597.0,630.0,67.0,5.0,170000.0,3756000.0,166000.0,Pesos,60.0,39.0,33.0,1.0,72,155.0,175.0,3.0,330
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,1995,Ingeniería Comercial,Ingeniería Comercial,Diurno,Programa Regular,Administración y Comercio,Profesional con Licenciatura,Ingreso Directo,1977,Isla Teja,10.0,Ingeniero Comercial,Licenciado en Administración,560.0,751.0,615.0,535.0,633.0,664.0,94.0,8.0,170000.0,3756000.0,166000.0,Pesos,90.0,57.0,45.0,6.0,102,278.0,204.0,8.0,482
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,1992,Agronomía,Agronomía,Diurno,Programa Regular,"Agricultura, Silvicultura, Pesca y Veterinaria",Profesional con Licenciatura,Ingreso Directo,1955,Isla Teja,10.0,Ingeniero Agrónomo,Licenciado en Agronomía,560.0,746.0,574.0,506.0,583.0,601.0,90.0,13.0,170000.0,4004000.0,166000.0,Pesos,90.0,65.0,38.0,1.0,103,278.0,217.0,1.0,495
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,1988,Biología Marina y similares,Biología Marina,Diurno,Programa Regular,"Agricultura, Silvicultura, Pesca y Veterinaria",Profesional con Licenciatura,Ingreso Directo,1985,Isla Teja,10.0,Biólogo Marino,Licenciado en Biología Marina,572.0,741.0,606.0,553.0,630.0,660.0,49.0,9.0,170000.0,3202000.0,166000.0,Pesos,45.0,21.0,37.0,1.0,58,98.0,125.0,4.0,223
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,2004,Medicina Veterinaria,Medicina Veterinaria,Diurno,Programa Regular,"Agricultura, Silvicultura, Pesca y Veterinaria",Profesional con Licenciatura,Ingreso Directo,1955,Isla Teja,10.0,Médico Veterinario,Licenciado en Ciencias Veterinarias,612.0,740.0,660.0,611.0,696.0,742.0,102.0,10.0,170000.0,4240000.0,166000.0,Pesos,100.0,23.0,89.0,4.0,112,225.0,477.0,11.0,702
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,38679,Diseño,Diseño,Diurno,Programa Regular,Arte y Arquitectura,Profesional con Licenciatura,Ingreso Directo,2018,Isla Teja,9.0,Diseñador (A),"Bachiller en Diseño, Licenciado (a) en Diseño",536.0,690.0,556.0,480.0,560.0,574.0,48.0,4.0,170000.0,3634000.0,166000.0,Pesos,45.0,13.0,39.0,2.0,52,38.0,83.0,2.0,121
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,1989,Bioquímica,Bioquímica,Diurno,Programa Regular,Ciencias,Profesional con Licenciatura,Ingreso Directo,1982,Isla Teja,10.0,Bioquímico,Licenciado en Bioquímica,606.0,729.0,645.0,606.0,668.0,705.0,45.0,4.0,170000.0,3310000.0,166000.0,Pesos,43.0,31.0,18.0,1.0,49,101.0,102.0,1.0,203
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,27116,Geología,Geología,Diurno,Programa Regular,Ciencias,Profesional con Licenciatura,Ingreso Directo,2013,Isla Teja,10.0,Geólogo,Licenciado en Geología,623.0,783.0,666.0,620.0,692.0,737.0,51.0,4.0,170000.0,4086000.0,166000.0,Pesos,50.0,29.0,26.0,1.0,55,192.0,147.0,4.0,339
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,35613,Licenciatura en Ciencias y similares,Licenciatura en Ciencias,Diurno,Programa Regular,Ciencias,Profesional con Licenciatura,Ingreso Directo,2011,Isla Teja,10.0,Biólogo(a) o Químico(a) o Profesor(a) de Biología y Ciencias de la Naturaleza o Química o Física o Matemática,Licenciado en Educación o Licenciado en Ciencias M/ Física o Química o Biología o Matemática,582.0,756.0,581.0,487.0,569.0,583.0,77.0,7.0,170000.0,3310000.0,166000.0,Pesos,75.0,51.0,33.0,4.0,84,172.0,143.0,8.0,315
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,2005,"Antropología, Arqueología y similares",Antropología,Diurno,Programa Regular,Ciencias Sociales,Profesional con Licenciatura,Ingreso Directo,1983,Isla Teja,10.0,Antropólogo,Licenciado en Antropología,564.0,768.0,609.0,543.0,600.0,626.0,52.0,3.0,170000.0,2711000.0,166000.0,Pesos,42.0,24.0,31.0,1.0,55,95.0,114.0,3.0,209
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Puerto Montt,Región de Los Lagos,40781,"Antropología, Arqueología y similares",Arqueología,Diurno,Programa Regular,Ciencias Sociales,Profesional con Licenciatura,Ingreso Directo,2019,Puerto Montt,10.0,Arqueólogo (a),Licenciada/Licenciado en Arqueología,553.0,746.0,590.0,444.0,560.0,589.0,24.0,2.0,170000.0,3756000.0,166000.0,Pesos,33.0,18.0,8.0,1.0,26,37.0,16.0,1.0,53
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,2006,Periodismo y similares,Periodismo,Diurno,Programa Regular,Ciencias Sociales,Profesional con Licenciatura,Ingreso Directo,1989,Isla Teja,10.0,Periodista,Licenciado en Ciencias de la Comunicación,560.0,734.0,601.0,550.0,589.0,606.0,43.0,4.0,170000.0,3202000.0,166000.0,Pesos,42.0,23.0,24.0,1.0,47,111.0,117.0,2.0,228
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Puerto Montt,Región de Los Lagos,2021,Psicología,Psicología,Diurno,Programa Regular,Ciencias Sociales,Profesional con Licenciatura,Ingreso Directo,2004,Puerto Montt,10.0,Psicólogo,Licenciado en Psicología,566.0,772.0,609.0,558.0,615.0,649.0,69.0,9.0,170000.0,3756000.0,166000.0,Pesos,65.0,20.0,58.0,1.0,78,110.0,245.0,2.0,355
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,29768,Psicología,Psicología,Diurno,Programa Regular,Ciencias Sociales,Profesional con Licenciatura,Ingreso Directo,2014,Isla Teja,10.0,Psicólogo,Bachiller en Ciencias de la Salud y del Comportamiento. Licenciado en Psicología,604.0,782.0,675.0,619.0,689.0,742.0,59.0,13.0,170000.0,3756000.0,166000.0,Pesos,57.0,23.0,49.0,1.0,72,105.0,223.0,3.0,328
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,2003,Derecho,Derecho,Diurno,Programa Regular,Derecho,Profesional con Licenciatura,Ingreso Directo,1990,Isla Teja,10.0,Abogado,Licenciado en Ciencias Jurídicas y Sociales,608.0,781.0,677.0,598.0,669.0,712.0,84.0,14.0,170000.0,3828000.0,166000.0,Pesos,85.0,41.0,57.0,1.0,98,170.0,249.0,1.0,419
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,42980,Educación Parvularia,Pedagogía en Educación Parvularia,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2020,Isla Teja,10.0,Profesor(a) de Educación Parvularia,Bachiller en Humanidades y Ciencias Sociales. Licenciado (a) en Educación,525.0,730.0,634.0,568.0,650.0,701.0,40.0,12.0,170000.0,2700000.0,166000.0,Pesos,30.0,1.0,51.0,2.0,52,1.0,51.0,2.0,52
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Puerto Montt,Región de Los Lagos,27118,Pedagogía Básica y menciones,Pedagogía en Educación Básica,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2013,Puerto Montt,10.0,Profesor(a) de Educación Básica,Licenciado en Educación,535.0,686.0,566.0,491.0,574.0,606.0,39.0,4.0,170000.0,2700000.0,42000.0,Pesos,35.0,6.0,37.0,1.0,43,34.0,172.0,2.0,206
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,11866,Pedagogía en Educación Física y similares,"Pedagogía en Educación Física, Deportes y Recreación",Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2006,Isla Teja,10.0,"Profesor de Educación Física, Deportes y Recreación",Licenciatura en Educación,540.0,757.0,576.0,520.0,586.0,613.0,50.0,5.0,170000.0,2700000.0,166000.0,Pesos,45.0,34.0,21.0,1.0,55,147.0,84.0,1.0,231
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,13978,Pedagogía en Historia y Geografía,Pedagogía en Historia y Ciencias Sociales,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2007,Isla Teja,10.0,Profesor de Historia y Ciencias Sociales,Licenciatura en Historia y Educación,557.0,779.0,621.0,532.0,615.0,651.0,41.0,6.0,170000.0,2700000.0,166000.0,Pesos,40.0,30.0,17.0,1.0,47,118.0,92.0,3.0,210
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,2023,Pedagogía en Inglés y similares,Pedagogía en Comunicación en Lengua Inglesa,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2004,Isla Teja,10.0,Profesor de Comunicación en Lengua Inglesa,Licenciado en Educación y Bach. en Humanidades y Cs. Sociales,580.0,790.0,645.0,578.0,647.0,688.0,46.0,6.0,170000.0,2700000.0,166000.0,Pesos,38.0,15.0,37.0,1.0,52,61.0,133.0,2.0,194
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,2008,Medicina,Medicina,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,1967,Isla Teja,14.0,Médico Cirujano,Licenciado en Medicina,721.0,800.0,763.0,752.0,777.0,830.0,67.0,6.0,170000.0,5454000.0,166000.0,Pesos,65.0,35.0,38.0,1.0,73,249.0,265.0,2.0,514
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,10027,Odontología,Odontología,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,2005,Isla Teja,12.0,Cirujano Dentista,Licenciado en Odontología,603.0,760.0,651.0,606.0,687.0,733.0,70.0,8.0,170000.0,5841000.0,166000.0,Pesos,66.0,22.0,56.0,4.0,78,154.0,252.0,4.0,406
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,1991,Química y Farmacia,Química y Farmacia,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,1994,Isla Teja,12.0,Químico Farmacéutico,Licenciado en Ciencias Farmacéuticas,606.0,736.0,652.0,602.0,682.0,724.0,67.0,8.0,170000.0,3756000.0,166000.0,Pesos,60.0,32.0,43.0,1.0,75,184.0,236.0,2.0,420
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Puerto Montt,Región de Los Lagos,2019,Tecnología Médica,Tecnología Médica,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,2004,Puerto Montt,10.0,Tecnólogo Médico,Licenciado en Tecnología Médica,574.0,690.0,624.0,583.0,662.0,706.0,68.0,5.0,170000.0,3756000.0,166000.0,Pesos,60.0,16.0,57.0,3.0,73,114.0,231.0,3.0,345
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,2010,Tecnología Médica,Tecnología Médica,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,1962,Isla Teja,10.0,Tecnólogo Médico,Licenciado en Tecnología Médica,623.0,745.0,687.0,654.0,728.0,789.0,63.0,4.0,170000.0,3756000.0,166000.0,Pesos,57.0,26.0,41.0,1.0,67,155.0,222.0,1.0,377
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,2024,Terapia Ocupacional,Terapia Ocupacional,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,2004,Isla Teja,10.0,Terapeuta Ocupacional,Licenciado en Ciencias de la Ocupación,583.0,781.0,630.0,554.0,672.0,703.0,50.0,7.0,170000.0,3756000.0,166000.0,Pesos,52.0,7.0,50.0,2.0,57,36.0,265.0,2.0,301
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,31731,Ingeniería Ambiental,Ingeniería en Conservación de Recursos Naturales - Ingeniería Forestal,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2014,Isla Teja,10.0,Ingeniería en Conservación de Recursos Naturales o  Ingeniería Forestal,Licenciado en Ciencias Forestales o Licenciado en Conservación,587.0,762.0,628.0,562.0,660.0,698.0,66.0,22.0,170000.0,3603000.0,166000.0,Pesos,60.0,46.0,42.0,1.0,88,191.0,188.0,1.0,379
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,11867,Ingeniería Civil Electrónica y similares,Ingeniería Civil Electrónica,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2006,Miraflores,11.0,Ingeniero Civil Electrónico,"Bachiller en Ciencias de Ingeniería, Licenciado en Ciencias de la Ingeniería",562.0,716.0,575.0,465.0,571.0,588.0,42.0,2.0,170000.0,3756000.0,166000.0,Pesos,52.0,39.0,5.0,1.0,44,176.0,19.0,3.0,195
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Puerto Montt,Región de Los Lagos,2020,Ingeniería Civil Industrial,Ingeniería Civil Industrial,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2004,Puerto Montt,11.0,Ingeniero Civil Industrial,Licenciado en Ciencias de la Ingeniería,576.0,703.0,610.0,558.0,624.0,655.0,77.0,2.0,170000.0,3756000.0,166000.0,Pesos,70.0,55.0,24.0,1.0,79,331.0,144.0,3.0,475
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,27120,Ingeniería Civil Industrial,Ingeniería Civil Industrial,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2013,Miraflores,11.0,Ingeniero Civil Industrial,Licenciado en Ciencias de la Ingeniería,621.0,759.0,670.0,613.0,700.0,749.0,70.0,14.0,170000.0,3756000.0,166000.0,Pesos,65.0,51.0,33.0,1.0,84,260.0,146.0,1.0,406
2020,1007,U. AUSTRAL DE CHILE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Valdivia,Región de los Ríos,13979,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2007,Miraflores,11.0,Ingeniero Civil Mecánico,Licenciado en Ciencias de la Ingeniería,575.0,759.0,588.0,453.0,584.0,605.0,48.0,7.0,170000.0,3756000.0,166000.0,Pesos,50.0,51.0,4.0,2.0,55,234.0,26.0,2.0,260
